date,state,p,confirmed,city_ibge_code,confirmed_per_100k_inhabitants
2020-04-26,MT,c,1,5100250,
2020-04-26,MT,c,2,5101407,
2020-04-26,MT,c,3,5101803,
2020-04-26,MT,c,4,5102504,
2020-04-26,MT,c,1,5102637,
2020-04-26,MT,c,1,5102702,
2020-04-26,MT,c,0,5103007,
2020-04-26,MT,c,1,5103353,
2020-04-26,MT,c,1,5103361,
2020-04-26,MT,c,127,5103403,
2020-04-26,MT,c,5,,
2020-04-26,MT,c,1,5104526,
2020-04-26,MT,c,1,5104807,
2020-04-26,MT,c,1,5105234,
2020-04-26,MT,c,1,5105259,
2020-04-26,MT,c,6,5105622,
2020-04-26,MT,c,1,5108956,
2020-04-26,MT,c,1,5106224,
2020-04-26,MT,c,1,5106653,
2020-04-26,MT,c,1,5106752,
2020-04-26,MT,c,6,5107040,
2020-04-26,MT,c,1,5107065,
2020-04-26,MT,c,2,5107206,
2020-04-26,MT,c,36,5107602,
2020-04-26,MT,c,6,5107107,
2020-04-26,MT,c,20,5107909,
2020-04-26,MT,c,5,5107958,
2020-04-26,MT,c,1,5108303,
2020-04-26,MT,c,12,5108402,
2020-04-26,MT,c,1,5105507,
2020-04-26,MT,s,250,51,7.1747
2020-04-26,PA,c,12,1500107,
2020-04-26,PA,c,2,1500206,
2020-04-26,PA,c,1,1500305,
2020-04-26,PA,c,1,1500404,
2020-04-26,PA,c,2,1500503,
2020-04-26,PA,c,9,1500602,
2020-04-26,PA,c,0,1500701,
2020-04-26,PA,c,216,1500800,
2020-04-26,PA,c,5,1500859,
2020-04-26,PA,c,10,1500909,
2020-04-26,PA,c,3,1500958,
2020-04-26,PA,c,2,1501105,
2020-04-26,PA,c,12,1501303,
2020-04-26,PA,c,1243,1501402,
2020-04-26,PA,c,12,1501501,
2020-04-26,PA,c,1,1501576,
2020-04-26,PA,c,19,1501709,
2020-04-26,PA,c,15,1501808,
2020-04-26,PA,c,5,1501907,
2020-04-26,PA,c,5,1502004,
2020-04-26,PA,c,8,1502103,
2020-04-26,PA,c,3,1502152,
2020-04-26,PA,c,19,1502202,
2020-04-26,PA,c,2,1502301,
2020-04-26,PA,c,57,1502400,
2020-04-26,PA,c,1,1502608,
2020-04-26,PA,c,1,1502707,
2020-04-26,PA,c,2,1502756,
2020-04-26,PA,c,1,1502772,
2020-04-26,PA,c,4,1502806,
2020-04-26,PA,c,4,1502905,
2020-04-26,PA,c,2,1503077,
2020-04-26,PA,c,4,1503093,
2020-04-26,PA,c,8,1503200,
2020-04-26,PA,c,3,1503309,
2020-04-26,PA,c,0,,
2020-04-26,PA,c,2,1503408,
2020-04-26,PA,c,1,1503507,
2020-04-26,PA,c,7,1503606,
2020-04-26,PA,c,5,1503903,
2020-04-26,PA,c,2,1504000,
2020-04-26,PA,c,3,1504059,
2020-04-26,PA,c,17,1504208,
2020-04-26,PA,c,4,1504406,
2020-04-26,PA,c,32,1504422,
2020-04-26,PA,c,1,1504604,
2020-04-26,PA,c,3,1504802,
2020-04-26,PA,c,1,1504901,
2020-04-26,PA,c,1,1504950,
2020-04-26,PA,c,1,1504976,
2020-04-26,PA,c,2,1505007,
2020-04-26,PA,c,2,1505031,
2020-04-26,PA,c,2,1505106,
2020-04-26,PA,c,5,1505205,
2020-04-26,PA,c,1,1505304,
2020-04-26,PA,c,2,1505403,
2020-04-26,PA,c,2,1505486,
2020-04-26,PA,c,11,1505502,
2020-04-26,PA,c,58,1505536,
2020-04-26,PA,c,4,1505700,
2020-04-26,PA,c,1,1505908,
2020-04-26,PA,c,2,1506104,
2020-04-26,PA,c,2,1506112,
2020-04-26,PA,c,1,1506138,
2020-04-26,PA,c,1,1506187,
2020-04-26,PA,c,5,1506203,
2020-04-26,PA,c,3,1506302,
2020-04-26,PA,c,7,1506351,
2020-04-26,PA,c,5,1506401,
2020-04-26,PA,c,31,1506500,
2020-04-26,PA,c,1,1506609,
2020-04-26,PA,c,50,1506807,
2020-04-26,PA,c,23,1507003,
2020-04-26,PA,c,2,1507102,
2020-04-26,PA,c,1,1507201,
2020-04-26,PA,c,1,1507458,
2020-04-26,PA,c,2,1507474,
2020-04-26,PA,c,1,1507508,
2020-04-26,PA,c,14,1507607,
2020-04-26,PA,c,7,1507706,
2020-04-26,PA,c,5,1507953,
2020-04-26,PA,c,2,1507961,
2020-04-26,PA,c,2,1508001,
2020-04-26,PA,c,1,1508035,
2020-04-26,PA,c,1,1508084,
2020-04-26,PA,c,6,1508100,
2020-04-26,PA,c,25,1508209,
2020-04-26,PA,c,2,1508308,
2020-04-26,PA,c,3,1508407,
2020-04-26,PA,s,2070,15,24.06175
2020-04-26,PB,c,1,2500304,
2020-04-26,PB,c,1,2500403,
2020-04-26,PB,c,1,2501104,
2020-04-26,PB,c,1,2501708,
2020-04-26,PB,c,15,2501807,
2020-04-26,PB,c,1,2502201,
2020-04-26,PB,c,1,2502508,
2020-04-26,PB,c,1,2502805,
2020-04-26,PB,c,1,2503001,
2020-04-26,PB,c,19,2503209,
2020-04-26,PB,c,4,2503704,
2020-04-26,PB,c,39,2504009,
2020-04-26,PB,c,5,2504603,
2020-04-26,PB,c,1,2504702,
2020-04-26,PB,c,1,2504801,
2020-04-26,PB,c,1,2504850,
2020-04-26,PB,c,2,2504900,
2020-04-26,PB,c,1,2506004,
2020-04-26,PB,c,3,2506301,
2020-04-26,PB,c,1,2506400,
2020-04-26,PB,c,1,2502607,
2020-04-26,PB,c,2,2506905,
2020-04-26,PB,c,0,2507002,
2020-04-26,PB,c,3,2507101,
2020-04-26,PB,c,349,2507507,
2020-04-26,PB,c,3,2507804,
2020-04-26,PB,c,1,2509156,
2020-04-26,PB,c,11,2510808,
2020-04-26,PB,c,2,2511202,
2020-04-26,PB,c,2,2512101,
2020-04-26,PB,c,1,2512507,
2020-04-26,PB,c,1,2512762,
2020-04-26,PB,c,40,2513703,
2020-04-26,PB,c,2,2513901,
2020-04-26,PB,c,4,2500700,
2020-04-26,PB,c,13,2515302,
2020-04-26,PB,c,1,2515500,
2020-04-26,PB,c,6,2516201,
2020-04-26,PB,c,1,2516508,
2020-04-26,PB,s,543,25,13.51376
2020-04-26,PE,s,4898,26,51.25001
2020-04-26,PI,c,4,2200202,
2020-04-26,PI,c,1,2200400,
2020-04-26,PI,c,1,2200459,
2020-04-26,PI,c,1,2200608,
2020-04-26,PI,c,3,2200707,
2020-04-26,PI,c,1,2201739,
2020-04-26,PI,c,2,2201903,
2020-04-26,PI,c,1,2201919,
2020-04-26,PI,c,1,2201929,
2020-04-26,PI,c,1,2202000,
2020-04-26,PI,c,3,2202208,
2020-04-26,PI,c,1,2202307,
2020-04-26,PI,c,1,2202505,
2020-04-26,PI,c,2,2202604,
2020-04-26,PI,c,2,2202752,
2020-04-26,PI,c,4,2203305,
2020-04-26,PI,c,1,2203503,
2020-04-26,PI,c,5,2203701,
2020-04-26,PI,c,5,2203909,
2020-04-26,PI,c,2,2204006,
2020-04-26,PI,c,1,2204659,
2020-04-26,PI,c,1,2204709,
2020-04-26,PI,c,1,2205102,
2020-04-26,PI,c,1,2205508,
2020-04-26,PI,c,1,2205565,
2020-04-26,PI,c,3,2205706,
2020-04-26,PI,c,1,2205805,
2020-04-26,PI,c,1,2205904,
2020-04-26,PI,c,2,2206209,
2020-04-26,PI,c,0,2206704,
2020-04-26,PI,c,2,2206720,
2020-04-26,PI,c,3,2207009,
2020-04-26,PI,c,19,2207702,
2020-04-26,PI,c,3,2207900,
2020-04-26,PI,c,6,2208007,
2020-04-26,PI,c,1,2208106,
2020-04-26,PI,c,7,2208304,
2020-04-26,PI,c,1,2208403,
2020-04-26,PI,c,1,2208874,
2020-04-26,PI,c,1,2209005,
2020-04-26,PI,c,1,2209708,
2020-04-26,PI,c,3,2210052,
2020-04-26,PI,c,1,2210201,
2020-04-26,PI,c,18,2210607,
2020-04-26,PI,c,237,2211001,
2020-04-26,PI,c,5,2211100,
2020-04-26,PI,c,1,2211407,
2020-04-26,PI,s,364,22,11.12052
2020-04-26,PR,c,6,4100400,
2020-04-26,PR,c,4,4100608,
2020-04-26,PR,c,7,4100905,
2020-04-26,PR,c,14,4101408,
2020-04-26,PR,c,14,4101507,
2020-04-26,PR,c,10,4101705,
2020-04-26,PR,c,6,4101804,
2020-04-26,PR,c,1,4101903,
2020-04-26,PR,c,9,4102000,
2020-04-26,PR,c,5,4102307,
2020-04-26,PR,c,3,4102406,
2020-04-26,PR,c,1,4102604,
2020-04-26,PR,c,1,4103057,
2020-04-26,PR,c,6,4103701,
2020-04-26,PR,c,1,4103909,
2020-04-26,PR,c,5,4104006,
2020-04-26,PR,c,18,4104204,
2020-04-26,PR,c,1,4104253,
2020-04-26,PR,c,29,4104303,
2020-04-26,PR,c,70,4104808,
2020-04-26,PR,c,2,4104907,
2020-04-26,PR,c,1,4105409,
2020-04-26,PR,c,15,4105508,
2020-04-26,PR,c,10,4105805,
2020-04-26,PR,c,1,4106209,
2020-04-26,PR,c,1,4106407,
2020-04-26,PR,c,1,4106704,
2020-04-26,PR,c,404,4106902,
2020-04-26,PR,c,1,4107207,
2020-04-26,PR,c,1,4107603,
2020-04-26,PR,c,14,4107652,
2020-04-26,PR,c,2,4107900,
2020-04-26,PR,c,42,4108304,
2020-04-26,PR,c,3,4108403,
2020-04-26,PR,c,4,4108601,
2020-04-26,PR,c,13,4108809,
2020-04-26,PR,c,3,4108908,
2020-04-26,PR,c,3,4109203,
2020-04-26,PR,c,5,4109302,
2020-04-26,PR,c,3,4109401,
2020-04-26,PR,c,1,4109609,
2020-04-26,PR,c,1,4109708,
2020-04-26,PR,c,11,4109757,
2020-04-26,PR,c,1,4109807,
2020-04-26,PR,c,2,4110078,
2020-04-26,PR,c,15,,
2020-04-26,PR,c,1,4110805,
2020-04-26,PR,c,1,4111258,
2020-04-26,PR,c,6,4111506,
2020-04-26,PR,c,1,4111803,
2020-04-26,PR,c,1,4111902,
2020-04-26,PR,c,1,4112405,
2020-04-26,PR,c,2,4112702,
2020-04-26,PR,c,1,4113007,
2020-04-26,PR,c,3,4113205,
2020-04-26,PR,c,1,4113403,
2020-04-26,PR,c,95,4113700,
2020-04-26,PR,c,1,4114104,
2020-04-26,PR,c,1,4114203,
2020-04-26,PR,c,3,4114302,
2020-04-26,PR,c,1,4114500,
2020-04-26,PR,c,2,4114609,
2020-04-26,PR,c,54,4115200,
2020-04-26,PR,c,2,4115309,
2020-04-26,PR,c,2,4115507,
2020-04-26,PR,c,2,4115705,
2020-04-26,PR,c,4,4115804,
2020-04-26,PR,c,1,4116208,
2020-04-26,PR,c,5,4116901,
2020-04-26,PR,c,2,4117107,
2020-04-26,PR,c,1,4117503,
2020-04-26,PR,c,1,4117602,
2020-04-26,PR,c,2,4117701,
2020-04-26,PR,c,5,4118105,
2020-04-26,PR,c,12,4118204,
2020-04-26,PR,c,1,4118303,
2020-04-26,PR,c,16,4118402,
2020-04-26,PR,c,14,4118501,
2020-04-26,PR,c,2,4118808,
2020-04-26,PR,c,20,4119152,
2020-04-26,PR,c,1,4119251,
2020-04-26,PR,c,2,4119301,
2020-04-26,PR,c,3,4119509,
2020-04-26,PR,c,4,4119707,
2020-04-26,PR,c,11,4119905,
2020-04-26,PR,c,2,4120507,
2020-04-26,PR,c,2,4120705,
2020-04-26,PR,c,1,4120804,
2020-04-26,PR,c,2,4121000,
2020-04-26,PR,c,2,4121208,
2020-04-26,PR,c,1,4121257,
2020-04-26,PR,c,4,4122206,
2020-04-26,PR,c,2,4122305,
2020-04-26,PR,c,3,4122404,
2020-04-26,PR,c,2,4123303,
2020-04-26,PR,c,7,4123402,
2020-04-26,PR,c,0,4123709,
2020-04-26,PR,c,7,4123956,
2020-04-26,PR,c,1,4124004,
2020-04-26,PR,c,1,4124053,
2020-04-26,PR,c,3,4124202,
2020-04-26,PR,c,7,4124905,
2020-04-26,PR,c,6,4125001,
2020-04-26,PR,c,21,4125506,
2020-04-26,PR,c,1,4125555,
2020-04-26,PR,c,2,4126256,
2020-04-26,PR,c,1,4126405,
2020-04-26,PR,c,2,4126603,
2020-04-26,PR,c,1,4126702,
2020-04-26,PR,c,12,4127106,
2020-04-26,PR,c,2,4127205,
2020-04-26,PR,c,1,4127304,
2020-04-26,PR,c,1,4127700,
2020-04-26,PR,c,1,4127957,
2020-04-26,PR,c,4,4128104,
2020-04-26,PR,c,6,4128203,
2020-04-26,PR,c,3,4128609,
2020-04-26,PR,c,1,4128708,
2020-04-26,PR,s,1171,41,10.24142
2020-04-26,RJ,c,11,3300100,
2020-04-26,RJ,c,2,3300159,
2020-04-26,RJ,c,30,3300209,
2020-04-26,RJ,c,2,3300225,
2020-04-26,RJ,c,7,3300233,
2020-04-26,RJ,c,5,3300258,
2020-04-26,RJ,c,17,3300308,
2020-04-26,RJ,c,25,3300407,
2020-04-26,RJ,c,146,3300456,
2020-04-26,RJ,c,5,3300506,
2020-04-26,RJ,c,7,3300605,
2020-04-26,RJ,c,27,3300704,
2020-04-26,RJ,c,10,3300803,
2020-04-26,RJ,c,8,3301009,
2020-04-26,RJ,c,1,3301108,
2020-04-26,RJ,c,1,3300936,
2020-04-26,RJ,c,21,3301306,
2020-04-26,RJ,c,2,3301405,
2020-04-26,RJ,c,1,3301504,
2020-04-26,RJ,c,300,3301702,
2020-04-26,RJ,c,5,3301850,
2020-04-26,RJ,c,15,3301876,
2020-04-26,RJ,c,0,,
2020-04-26,RJ,c,79,3301900,
2020-04-26,RJ,c,24,3302007,
2020-04-26,RJ,c,3,3302205,
2020-04-26,RJ,c,3,3302254,
2020-04-26,RJ,c,23,3302270,
2020-04-26,RJ,c,41,3302403,
2020-04-26,RJ,c,0,3302452,
2020-04-26,RJ,c,66,3302502,
2020-04-26,RJ,c,6,3302601,
2020-04-26,RJ,c,52,3302700,
2020-04-26,RJ,c,1,3302809,
2020-04-26,RJ,c,132,3302858,
2020-04-26,RJ,c,7,3302908,
2020-04-26,RJ,c,50,3303203,
2020-04-26,RJ,c,260,3303302,
2020-04-26,RJ,c,43,3303401,
2020-04-26,RJ,c,310,3303500,
2020-04-26,RJ,c,17,3303609,
2020-04-26,RJ,c,5,3303708,
2020-04-26,RJ,c,5,3303807,
2020-04-26,RJ,c,2,3303856,
2020-04-26,RJ,c,80,3303906,
2020-04-26,RJ,c,5,3303955,
2020-04-26,RJ,c,3,3304003,
2020-04-26,RJ,c,1,3304102,
2020-04-26,RJ,c,3,3304110,
2020-04-26,RJ,c,3,3304128,
2020-04-26,RJ,c,44,3304144,
2020-04-26,RJ,c,3,3304151,
2020-04-26,RJ,c,16,3304201,
2020-04-26,RJ,c,19,3304300,
2020-04-26,RJ,c,2,3304508,
2020-04-26,RJ,c,28,3304524,
2020-04-26,RJ,c,4498,3304557,
2020-04-26,RJ,c,1,3304607,
2020-04-26,RJ,c,1,3304706,
2020-04-26,RJ,c,4,3304805,
2020-04-26,RJ,c,2,3304755,
2020-04-26,RJ,c,183,3304904,
2020-04-26,RJ,c,1,3305000,
2020-04-26,RJ,c,136,3305109,
2020-04-26,RJ,c,1,3305133,
2020-04-26,RJ,c,17,3305208,
2020-04-26,RJ,c,1,3305307,
2020-04-26,RJ,c,8,3305406,
2020-04-26,RJ,c,7,3305505,
2020-04-26,RJ,c,9,3305554,
2020-04-26,RJ,c,4,3305604,
2020-04-26,RJ,c,2,3305703,
2020-04-26,RJ,c,11,3305752,
2020-04-26,RJ,c,36,3305802,
2020-04-26,RJ,c,0,3305901,
2020-04-26,RJ,c,8,3306008,
2020-04-26,RJ,c,5,3306107,
2020-04-26,RJ,c,3,3306206,
2020-04-26,RJ,c,189,3306305,
2020-04-26,RJ,s,7111,33,41.18751
2020-04-26,RO,c,1,1100403,
2020-04-26,RO,c,60,1100023,
2020-04-26,RO,c,1,1100452,
2020-04-26,RO,c,1,1100809,
2020-04-26,RO,c,0,,
2020-04-26,RO,c,1,1100114,
2020-04-26,RO,c,26,1100122,
2020-04-26,RO,c,7,1100155,
2020-04-26,RO,c,1,1100189,
2020-04-26,RO,c,260,1100205,
2020-04-26,RO,c,4,1100288,
2020-04-26,RO,c,1,1101708,
2020-04-26,RO,c,1,1100304,
2020-04-26,RO,s,364,11,20.48137
2020-04-26,RR,c,2,1400050,
2020-04-26,RR,c,362,1400100,
2020-04-26,RR,c,4,1400159,
2020-04-26,RR,c,4,1400175,
2020-04-26,RR,c,3,1400233,
2020-04-26,RR,c,2,1400308,
2020-04-26,RR,c,18,1400456,
2020-04-26,RR,c,11,1400472,
2020-04-26,RR,c,1,1400605,
2020-04-26,RR,s,407,14,67.18821
2020-04-26,RS,c,1,4300208,
2020-04-26,RS,c,1,4300406,
2020-04-26,RS,c,11,4300604,
2020-04-26,RS,c,2,4300703,
2020-04-26,RS,c,5,4301008,
2020-04-26,RS,c,2,4301057,
2020-04-26,RS,c,3,4301107,
2020-04-26,RS,c,1,4301404,
2020-04-26,RS,c,29,4301602,
2020-04-26,RS,c,17,4302105,
2020-04-26,RS,c,4,4302402,
2020-04-26,RS,c,2,4303004,
2020-04-26,RS,c,9,4303103,
2020-04-26,RS,c,1,4303509,
2020-04-26,RS,c,1,4303673,
2020-04-26,RS,c,1,4303806,
2020-04-26,RS,c,4,4303905,
2020-04-26,RS,c,2,4304200,
2020-04-26,RS,c,2,4304507,
2020-04-26,RS,c,21,4304606,
2020-04-26,RS,c,7,4304630,
2020-04-26,RS,c,1,4304663,
2020-04-26,RS,c,12,4304705,
2020-04-26,RS,c,11,4304804,
2020-04-26,RS,c,47,4305108,
2020-04-26,RS,c,1,4305173,
2020-04-26,RS,c,2,4305306,
2020-04-26,RS,c,2,4305355,
2020-04-26,RS,c,2,4305454,
2020-04-26,RS,c,1,4305504,
2020-04-26,RS,c,1,4305900,
2020-04-26,RS,c,1,4306106,
2020-04-26,RS,c,4,4306205,
2020-04-26,RS,c,3,4306403,
2020-04-26,RS,c,1,4306601,
2020-04-26,RS,c,2,4306767,
2020-04-26,RS,c,7,4306809,
2020-04-26,RS,c,2,4306908,
2020-04-26,RS,c,5,4307005,
2020-04-26,RS,c,1,4307054,
2020-04-26,RS,c,4,4307500,
2020-04-26,RS,c,3,4307609,
2020-04-26,RS,c,7,4307708,
2020-04-26,RS,c,6,4307807,
2020-04-26,RS,c,11,4307906,
2020-04-26,RS,c,1,4308201,
2020-04-26,RS,c,1,4308250,
2020-04-26,RS,c,11,4308607,
2020-04-26,RS,c,1,4308904,
2020-04-26,RS,c,1,4309050,
2020-04-26,RS,c,19,4309209,
2020-04-26,RS,c,2,4309308,
2020-04-26,RS,c,5,4309555,
2020-04-26,RS,c,4,4309951,
2020-04-26,RS,c,1,4310330,
2020-04-26,RS,c,5,4310801,
2020-04-26,RS,c,51,4311403,
2020-04-26,RS,c,1,4311791,
2020-04-26,RS,c,49,4311809,
2020-04-26,RS,c,1,4311908,
2020-04-26,RS,c,2,4312252,
2020-04-26,RS,c,3,4312401,
2020-04-26,RS,c,2,4312609,
2020-04-26,RS,c,4,4312658,
2020-04-26,RS,c,1,4312674,
2020-04-26,RS,c,1,4313003,
2020-04-26,RS,c,1,4313102,
2020-04-26,RS,c,1,4313300,
2020-04-26,RS,c,26,4313409,
2020-04-26,RS,c,2,4313508,
2020-04-26,RS,c,2,4314001,
2020-04-26,RS,c,1,4314035,
2020-04-26,RS,c,102,4314100,
2020-04-26,RS,c,13,4314407,
2020-04-26,RS,c,1,4314605,
2020-04-26,RS,c,1,4314779,
2020-04-26,RS,c,427,4314902,
2020-04-26,RS,c,2,4315305,
2020-04-26,RS,c,4,4315602,
2020-04-26,RS,c,1,4315701,
2020-04-26,RS,c,1,4316006,
2020-04-26,RS,c,1,4316402,
2020-04-26,RS,c,1,4316501,
2020-04-26,RS,c,4,4316600,
2020-04-26,RS,c,1,4316709,
2020-04-26,RS,c,3,4316758,
2020-04-26,RS,c,1,4316808,
2020-04-26,RS,c,22,4316907,
2020-04-26,RS,c,9,4317103,
2020-04-26,RS,c,4,4317202,
2020-04-26,RS,c,1,4317400,
2020-04-26,RS,c,2,4317608,
2020-04-26,RS,c,1,4317905,
2020-04-26,RS,c,3,4318051,
2020-04-26,RS,c,1,4318309,
2020-04-26,RS,c,2,4318440,
2020-04-26,RS,c,27,4318705,
2020-04-26,RS,c,2,4318804,
2020-04-26,RS,c,2,4319505,
2020-04-26,RS,c,7,4319901,
2020-04-26,RS,c,8,4320008,
2020-04-26,RS,c,1,4320107,
2020-04-26,RS,c,8,4320404,
2020-04-26,RS,c,2,4320800,
2020-04-26,RS,c,4,4320859,
2020-04-26,RS,c,2,4320909,
2020-04-26,RS,c,1,4321204,
2020-04-26,RS,c,12,4321303,
2020-04-26,RS,c,1,4321451,
2020-04-26,RS,c,2,4321469,
2020-04-26,RS,c,10,4321501,
2020-04-26,RS,c,2,4321600,
2020-04-26,RS,c,1,4321667,
2020-04-26,RS,c,1,4321857,
2020-04-26,RS,c,1,4321956,
2020-04-26,RS,c,5,4322004,
2020-04-26,RS,c,1,4322103,
2020-04-26,RS,c,1,4322251,
2020-04-26,RS,c,3,4322400,
2020-04-26,RS,c,4,4322509,
2020-04-26,RS,c,6,4322608,
2020-04-26,RS,c,1,4322806,
2020-04-26,RS,c,20,4323002,
2020-04-26,RS,c,2,4323200,
2020-04-26,RS,c,1,4323408,
2020-04-26,RS,s,1208,43,10.61769
2020-04-26,SC,c,1,4200606,
2020-04-26,SC,c,1,4201000,
2020-04-26,SC,c,11,4201208,
2020-04-26,SC,c,7,4201273,
2020-04-26,SC,c,4,4201406,
2020-04-26,SC,c,2,4201505,
2020-04-26,SC,c,1,4201901,
2020-04-26,SC,c,4,4201950,
2020-04-26,SC,c,2,4202057,
2020-04-26,SC,c,68,4202008,
2020-04-26,SC,c,2,4202073,
2020-04-26,SC,c,3,4212809,
2020-04-26,SC,c,2,4202107,
2020-04-26,SC,c,4,4202305,
2020-04-26,SC,c,100,4202404,
2020-04-26,SC,c,3,4202701,
2020-04-26,SC,c,28,4202800,
2020-04-26,SC,c,39,4202909,
2020-04-26,SC,c,6,4203006,
2020-04-26,SC,c,65,4203204,
2020-04-26,SC,c,1,4203709,
2020-04-26,SC,c,3,4203956,
2020-04-26,SC,c,5,4204004,
2020-04-26,SC,c,22,4204202,
2020-04-26,SC,c,1,4204251,
2020-04-26,SC,c,23,4204301,
2020-04-26,SC,c,54,4204608,
2020-04-26,SC,c,258,4205407,
2020-04-26,SC,c,1,4205456,
2020-04-26,SC,c,2,4205704,
2020-04-26,SC,c,9,4205902,
2020-04-26,SC,c,3,4206009,
2020-04-26,SC,c,11,4206207,
2020-04-26,SC,c,2,4206306,
2020-04-26,SC,c,1,4206504,
2020-04-26,SC,c,2,4206702,
2020-04-26,SC,c,8,4207007,
2020-04-26,SC,c,1,4207106,
2020-04-26,SC,c,17,4207304,
2020-04-26,SC,c,20,,
2020-04-26,SC,c,6,4207502,
2020-04-26,SC,c,12,4207700,
2020-04-26,SC,c,14,4207809,
2020-04-26,SC,c,1,4207858,
2020-04-26,SC,c,1,4208005,
2020-04-26,SC,c,1,4208104,
2020-04-26,SC,c,50,4208203,
2020-04-26,SC,c,12,4208302,
2020-04-26,SC,c,1,4208401,
2020-04-26,SC,c,2,4208500,
2020-04-26,SC,c,3,4208609,
2020-04-26,SC,c,4,4208807,
2020-04-26,SC,c,13,4208906,
2020-04-26,SC,c,8,4209003,
2020-04-26,SC,c,132,4209102,
2020-04-26,SC,c,13,4209300,
2020-04-26,SC,c,7,4209409,
2020-04-26,SC,c,9,4209854,
2020-04-26,SC,c,2,4210100,
2020-04-26,SC,c,1,4210605,
2020-04-26,SC,c,1,4210803,
2020-04-26,SC,c,2,4211207,
2020-04-26,SC,c,20,4211306,
2020-04-26,SC,c,1,4211504,
2020-04-26,SC,c,2,4211603,
2020-04-26,SC,c,6,4211702,
2020-04-26,SC,c,24,4211900,
2020-04-26,SC,c,1,4212007,
2020-04-26,SC,c,2,4212205,
2020-04-26,SC,c,2,4212304,
2020-04-26,SC,c,2,4212403,
2020-04-26,SC,c,4,4212502,
2020-04-26,SC,c,1,4212601,
2020-04-26,SC,c,1,4212650,
2020-04-26,SC,c,3,4213203,
2020-04-26,SC,c,1,4213401,
2020-04-26,SC,c,6,4213500,
2020-04-26,SC,c,1,4213708,
2020-04-26,SC,c,2,4213906,
2020-04-26,SC,c,2,4214300,
2020-04-26,SC,c,2,4214805,
2020-04-26,SC,c,1,4215000,
2020-04-26,SC,c,1,4215059,
2020-04-26,SC,c,2,4215307,
2020-04-26,SC,c,2,4215455,
2020-04-26,SC,c,1,4215505,
2020-04-26,SC,c,0,4215604,
2020-04-26,SC,c,1,4215653,
2020-04-26,SC,c,3,4215703,
2020-04-26,SC,c,2,4215802,
2020-04-26,SC,c,5,4216107,
2020-04-26,SC,c,2,4216206,
2020-04-26,SC,c,49,4216602,
2020-04-26,SC,c,2,4216909,
2020-04-26,SC,c,6,4217006,
2020-04-26,SC,c,1,4217253,
2020-04-26,SC,c,1,4217402,
2020-04-26,SC,c,2,4217501,
2020-04-26,SC,c,9,4217600,
2020-04-26,SC,c,11,4217709,
2020-04-26,SC,c,2,4217907,
2020-04-26,SC,c,4,4218004,
2020-04-26,SC,c,1,4218103,
2020-04-26,SC,c,4,4218202,
2020-04-26,SC,c,3,4218400,
2020-04-26,SC,c,34,4218707,
2020-04-26,SC,c,1,4218756,
2020-04-26,SC,c,1,4218806,
2020-04-26,SC,c,3,4219002,
2020-04-26,SC,c,3,4219176,
2020-04-26,SC,c,1,4219200,
2020-04-26,SC,c,2,4219309,
2020-04-26,SC,c,1,4219606,
2020-04-26,SC,c,1,4219705,
2020-04-26,SC,s,1337,42,18.66071
2020-04-26,SE,c,115,2800308,
2020-04-26,SE,c,1,2800605,
2020-04-26,SE,c,1,2801306,
2020-04-26,SE,c,1,2801702,
2020-04-26,SE,c,14,2802106,
2020-04-26,SE,c,1,2802809,
2020-04-26,SE,c,6,2802908,
2020-04-26,SE,c,7,2803005,
2020-04-26,SE,c,2,2803203,
2020-04-26,SE,c,2,2803500,
2020-04-26,SE,c,1,2804003,
2020-04-26,SE,c,3,2804508,
2020-04-26,SE,c,6,2804805,
2020-04-26,SE,c,2,2804904,
2020-04-26,SE,c,2,2805604,
2020-04-26,SE,c,2,2805703,
2020-04-26,SE,c,4,2806701,
2020-04-26,SE,c,4,2807105,
2020-04-26,SE,c,1,2807501,
2020-04-26,SE,s,175,28,7.61301
2020-04-26,SP,c,2,3500105,
2020-04-26,SP,c,1,3500303,
2020-04-26,SP,c,2,3500501,
2020-04-26,SP,c,1,3500600,
2020-04-26,SP,c,11,3500709,
2020-04-26,SP,c,1,3500758,
2020-04-26,SP,c,33,3501608,
2020-04-26,SP,c,5,3501707,
2020-04-26,SP,c,8,3501905,
2020-04-26,SP,c,5,3502101,
2020-04-26,SP,c,2,3502200,
2020-04-26,SP,c,1,3502507,
2020-04-26,SP,c,1,3502705,
2020-04-26,SP,c,2,3502754,
2020-04-26,SP,c,54,3502804,
2020-04-26,SP,c,2,3502903,
2020-04-26,SP,c,9,3503109,
2020-04-26,SP,c,49,3503208,
2020-04-26,SP,c,10,3503307,
2020-04-26,SP,c,1,3503406,
2020-04-26,SP,c,3,3503604,
2020-04-26,SP,c,1,3503802,
2020-04-26,SP,c,39,3503901,
2020-04-26,SP,c,7,3504008,
2020-04-26,SP,c,23,3504107,
2020-04-26,SP,c,1,3504305,
2020-04-26,SP,c,11,3504503,
2020-04-26,SP,c,2,3504602,
2020-04-26,SP,c,1,3505203,
2020-04-26,SP,c,3,3505302,
2020-04-26,SP,c,1,3505401,
2020-04-26,SP,c,19,3505500,
2020-04-26,SP,c,1,3505609,
2020-04-26,SP,c,223,3505708,
2020-04-26,SP,c,1,3505906,
2020-04-26,SP,c,78,3506003,
