date,state,p,confirmed,city_ibge_code,confirmed_per_100k_inhabitants
2020-04-16,RJ,c,2,3306107,
2020-04-16,RJ,c,121,3306305,
2020-04-16,RJ,s,3944,33,22.84398
2020-04-16,RN,c,1,2400109,
2020-04-16,RN,c,16,2400208,
2020-04-16,RN,c,5,2401008,
2020-04-16,RN,c,3,2401107,
2020-04-16,RN,c,1,2401404,
2020-04-16,RN,c,1,2401503,
2020-04-16,RN,c,0,2402006,
2020-04-16,RN,c,5,2402204,
2020-04-16,RN,c,1,2402303,
2020-04-16,RN,c,1,2402501,
2020-04-16,RN,c,5,2402600,
2020-04-16,RN,c,1,2402709,
2020-04-16,RN,c,1,2402907,
2020-04-16,RN,c,1,2403103,
2020-04-16,RN,c,1,2403301,
2020-04-16,RN,c,5,2403608,
2020-04-16,RN,c,6,,
2020-04-16,RN,c,1,2404705,
2020-04-16,RN,c,1,2405306,
2020-04-16,RN,c,1,2406304,
2020-04-16,RN,c,1,2407005,
2020-04-16,RN,c,6,2407104,
2020-04-16,RN,c,2,2407807,
2020-04-16,RN,c,89,2408003,
2020-04-16,RN,c,204,2408102,
2020-04-16,RN,c,1,2408201,
2020-04-16,RN,c,57,2403251,
2020-04-16,RN,c,1,2409100,
2020-04-16,RN,c,1,2409407,
2020-04-16,RN,c,2,2411205,
2020-04-16,RN,c,4,2411502,
2020-04-16,RN,c,28,2412005,
2020-04-16,RN,c,2,2412203,
2020-04-16,RN,c,1,2412559,
2020-04-16,RN,c,1,2412708,
2020-04-16,RN,c,1,2413300,
2020-04-16,RN,c,1,2413904,
2020-04-16,RN,c,2,2414100,
2020-04-16,RN,c,2,2411056,
2020-04-16,RN,s,463,24,13.20272
2020-04-16,RO,c,16,1100023,
2020-04-16,RO,c,1,1100452,
2020-04-16,RO,c,1,1100114,
2020-04-16,RO,c,6,1100122,
2020-04-16,RO,c,6,1100155,
2020-04-16,RO,c,58,1100205,
2020-04-16,RO,c,3,1100288,
2020-04-16,RO,c,1,1100304,
2020-04-16,RO,s,92,11,5.17661
2020-04-16,RR,c,1,1400050,
2020-04-16,RR,c,147,1400100,
2020-04-16,RR,c,3,1400159,
2020-04-16,RR,c,4,1400175,
2020-04-16,RR,c,1,1400308,
2020-04-16,RR,c,7,1400456,
2020-04-16,RR,c,1,1400472,
2020-04-16,RR,s,164,14,27.07338
2020-04-16,RS,c,1,4300208,
2020-04-16,RS,c,1,4300406,
2020-04-16,RS,c,7,4300604,
2020-04-16,RS,c,2,4300703,
2020-04-16,RS,c,1,4301057,
2020-04-16,RS,c,3,4301107,
2020-04-16,RS,c,28,4301602,
2020-04-16,RS,c,11,4302105,
2020-04-16,RS,c,1,4302402,
2020-04-16,RS,c,2,4303004,
2020-04-16,RS,c,8,4303103,
2020-04-16,RS,c,0,4303509,
2020-04-16,RS,c,4,4303905,
2020-04-16,RS,c,1,4304200,
2020-04-16,RS,c,1,4304507,
2020-04-16,RS,c,16,4304606,
2020-04-16,RS,c,6,4304630,
2020-04-16,RS,c,1,4304663,
2020-04-16,RS,c,1,4304804,
2020-04-16,RS,c,41,4305108,
2020-04-16,RS,c,1,4305173,
2020-04-16,RS,c,1,4305306,
2020-04-16,RS,c,1,4305355,
2020-04-16,RS,c,2,4305454,
2020-04-16,RS,c,2,4306205,
2020-04-16,RS,c,2,4306403,
2020-04-16,RS,c,1,4306601,
2020-04-16,RS,c,1,4306767,
2020-04-16,RS,c,2,4306809,
2020-04-16,RS,c,2,4306908,
2020-04-16,RS,c,4,4307005,
2020-04-16,RS,c,1,4307500,
2020-04-16,RS,c,3,4307609,
2020-04-16,RS,c,4,4307708,
2020-04-16,RS,c,3,4307807,
2020-04-16,RS,c,6,4307906,
2020-04-16,RS,c,1,4308201,
2020-04-16,RS,c,3,4308607,
2020-04-16,RS,c,1,4309050,
2020-04-16,RS,c,14,4309209,
2020-04-16,RS,c,1,4309308,
2020-04-16,RS,c,4,4309555,
2020-04-16,RS,c,1,4310330,
2020-04-16,RS,c,4,4310801,
2020-04-16,RS,c,19,4311403,
2020-04-16,RS,c,12,4311809,
2020-04-16,RS,c,2,4312252,
2020-04-16,RS,c,1,4312401,
2020-04-16,RS,c,1,4312674,
2020-04-16,RS,c,1,4313102,
2020-04-16,RS,c,26,4313409,
2020-04-16,RS,c,2,4313508,
2020-04-16,RS,c,2,4314001,
2020-04-16,RS,c,1,4314035,
2020-04-16,RS,c,29,4314100,
2020-04-16,RS,c,12,4314407,
2020-04-16,RS,c,1,4314605,
2020-04-16,RS,c,361,4314902,
2020-04-16,RS,c,4,4315602,
2020-04-16,RS,c,1,4315701,
2020-04-16,RS,c,1,4316006,
2020-04-16,RS,c,2,4316600,
2020-04-16,RS,c,1,4316808,
2020-04-16,RS,c,13,4316907,
2020-04-16,RS,c,7,4317103,
2020-04-16,RS,c,4,4317202,
2020-04-16,RS,c,1,4317400,
2020-04-16,RS,c,2,4317608,
2020-04-16,RS,c,1,4317905,
2020-04-16,RS,c,3,4318051,
2020-04-16,RS,c,1,4318309,
2020-04-16,RS,c,2,4318440,
2020-04-16,RS,c,18,4318705,
2020-04-16,RS,c,1,4318804,
2020-04-16,RS,c,2,4319505,
2020-04-16,RS,c,2,4319901,
2020-04-16,RS,c,5,4320008,
2020-04-16,RS,c,1,4320107,
2020-04-16,RS,c,5,4320404,
2020-04-16,RS,c,4,4320859,
2020-04-16,RS,c,1,4321204,
2020-04-16,RS,c,5,4321303,
2020-04-16,RS,c,1,4321451,
2020-04-16,RS,c,1,4321469,
2020-04-16,RS,c,9,4321501,
2020-04-16,RS,c,1,4321600,
2020-04-16,RS,c,1,4322251,
2020-04-16,RS,c,3,4322400,
2020-04-16,RS,c,2,4322509,
2020-04-16,RS,c,1,4322608,
2020-04-16,RS,c,1,4322806,
2020-04-16,RS,c,13,4323002,
2020-04-16,RS,c,1,4323408,
2020-04-16,RS,s,792,43,6.96127
2020-04-16,SC,c,1,4200606,
2020-04-16,SC,c,1,4201000,
2020-04-16,SC,c,11,4201208,
2020-04-16,SC,c,3,4201273,
2020-04-16,SC,c,4,4201406,
2020-04-16,SC,c,1,4201505,
2020-04-16,SC,c,1,4201901,
2020-04-16,SC,c,2,4201950,
2020-04-16,SC,c,57,4202008,
2020-04-16,SC,c,2,4202073,
2020-04-16,SC,c,2,4212809,
2020-04-16,SC,c,1,4202107,
2020-04-16,SC,c,2,4202305,
2020-04-16,SC,c,71,4202404,
2020-04-16,SC,c,2,4202701,
2020-04-16,SC,c,25,4202800,
2020-04-16,SC,c,20,4202909,
2020-04-16,SC,c,2,4203006,
2020-04-16,SC,c,54,4203204,
2020-04-16,SC,c,1,4203709,
2020-04-16,SC,c,1,4203956,
2020-04-16,SC,c,7,4204202,
2020-04-16,SC,c,1,4204251,
2020-04-16,SC,c,1,4204301,
2020-04-16,SC,c,44,4204608,
2020-04-16,SC,c,219,4205407,
2020-04-16,SC,c,1,4205456,
2020-04-16,SC,c,2,4205704,
2020-04-16,SC,c,5,4205902,
2020-04-16,SC,c,3,4206009,
2020-04-16,SC,c,10,4206207,
2020-04-16,SC,c,2,4206306,
2020-04-16,SC,c,1,4206504,
2020-04-16,SC,c,7,4207007,
2020-04-16,SC,c,13,4207304,
2020-04-16,SC,c,13,,
2020-04-16,SC,c,3,4207502,
2020-04-16,SC,c,2,4207700,
2020-04-16,SC,c,1,4207858,
2020-04-16,SC,c,41,4208203,
2020-04-16,SC,c,8,4208302,
2020-04-16,SC,c,1,4208401,
2020-04-16,SC,c,0,4208500,
2020-04-16,SC,c,3,4208807,
2020-04-16,SC,c,9,4208906,
2020-04-16,SC,c,4,4209003,
2020-04-16,SC,c,73,4209102,
2020-04-16,SC,c,11,4209300,
2020-04-16,SC,c,5,4209409,
2020-04-16,SC,c,2,4209854,
2020-04-16,SC,c,1,4210100,
2020-04-16,SC,c,1,4210605,
2020-04-16,SC,c,2,4211207,
2020-04-16,SC,c,10,4211306,
2020-04-16,SC,c,1,4211504,
2020-04-16,SC,c,2,4211603,
2020-04-16,SC,c,3,4211702,
2020-04-16,SC,c,13,4211900,
2020-04-16,SC,c,2,4212205,
2020-04-16,SC,c,1,4212304,
2020-04-16,SC,c,2,4212403,
2020-04-16,SC,c,1,4212650,
2020-04-16,SC,c,1,4213203,
2020-04-16,SC,c,5,4213500,
2020-04-16,SC,c,1,4213708,
2020-04-16,SC,c,2,4214300,
2020-04-16,SC,c,2,4214805,
2020-04-16,SC,c,1,4215000,
2020-04-16,SC,c,1,4215059,
2020-04-16,SC,c,2,4215455,
2020-04-16,SC,c,1,4215505,
2020-04-16,SC,c,0,4215604,
2020-04-16,SC,c,1,4215653,
2020-04-16,SC,c,1,4215703,
2020-04-16,SC,c,1,4215802,
2020-04-16,SC,c,3,4216107,
2020-04-16,SC,c,2,4216206,
2020-04-16,SC,c,33,4216602,
2020-04-16,SC,c,2,4216909,
2020-04-16,SC,c,6,4217006,
2020-04-16,SC,c,1,4217253,
2020-04-16,SC,c,1,4217402,
2020-04-16,SC,c,7,4217600,
2020-04-16,SC,c,9,4217709,
2020-04-16,SC,c,1,4217907,
2020-04-16,SC,c,4,4218004,
2020-04-16,SC,c,1,4218103,
2020-04-16,SC,c,2,4218202,
2020-04-16,SC,c,3,4218400,
2020-04-16,SC,c,32,4218707,
2020-04-16,SC,c,3,4219002,
2020-04-16,SC,c,1,4219200,
2020-04-16,SC,c,1,4219309,
2020-04-16,SC,s,926,42,12.92432
2020-04-16,SE,c,40,2800308,
2020-04-16,SE,c,1,2801306,
2020-04-16,SE,c,1,2802908,
2020-04-16,SE,c,1,2803005,
2020-04-16,SE,c,1,2803500,
2020-04-16,SE,c,2,2804508,
2020-04-16,SE,c,1,2804805,
2020-04-16,SE,c,2,2804904,
2020-04-16,SE,c,2,2805703,
2020-04-16,SE,c,1,2806701,
2020-04-16,SE,c,1,2807105,
2020-04-16,SE,s,53,28,2.30566
2020-04-16,SP,c,1,3500105,
2020-04-16,SP,c,1,3500501,
2020-04-16,SP,c,1,3500600,
2020-04-16,SP,c,4,3500709,
2020-04-16,SP,c,1,3500758,
2020-04-16,SP,c,17,3501608,
2020-04-16,SP,c,4,3501707,
2020-04-16,SP,c,3,3501905,
2020-04-16,SP,c,1,3502101,
2020-04-16,SP,c,1,3502705,
2020-04-16,SP,c,1,3502754,
2020-04-16,SP,c,33,3502804,
2020-04-16,SP,c,1,3502903,
2020-04-16,SP,c,32,3503208,
2020-04-16,SP,c,6,3503307,
2020-04-16,SP,c,1,3503802,
2020-04-16,SP,c,17,3503901,
2020-04-16,SP,c,6,3504008,
2020-04-16,SP,c,17,3504107,
2020-04-16,SP,c,6,3504503,
2020-04-16,SP,c,2,3504602,
2020-04-16,SP,c,1,3505203,
2020-04-16,SP,c,1,3505401,
2020-04-16,SP,c,7,3505500,
2020-04-16,SP,c,97,3505708,
2020-04-16,SP,c,1,3505906,
2020-04-16,SP,c,23,3506003,
2020-04-16,SP,c,2,3506102,
2020-04-16,SP,c,1,3506409,
2020-04-16,SP,c,6,3506508,
2020-04-16,SP,c,5,3507001,
2020-04-16,SP,c,24,3507506,
2020-04-16,SP,c,33,3507605,
2020-04-16,SP,c,3,3507803,
2020-04-16,SP,c,3,3508108,
2020-04-16,SP,c,6,3508504,
2020-04-16,SP,c,2,3508603,
2020-04-16,SP,c,1,3508900,
2020-04-16,SP,c,47,3509007,
2020-04-16,SP,c,7,3509205,
2020-04-16,SP,c,2,3509403,
2020-04-16,SP,c,149,3509502,
2020-04-16,SP,c,1,3509601,
2020-04-16,SP,c,1,3509700,
2020-04-16,SP,c,1,3510203,
2020-04-16,SP,c,5,3510500,
2020-04-16,SP,c,52,3510609,
2020-04-16,SP,c,1,3511003,
2020-04-16,SP,c,7,3511102,
2020-04-16,SP,c,1,3511300,
2020-04-16,SP,c,1,3512308,
2020-04-16,SP,c,72,3513009,
2020-04-16,SP,c,6,3513108,
2020-04-16,SP,c,3,3513405,
2020-04-16,SP,c,5,3513504,
2020-04-16,SP,c,100,3513801,
2020-04-16,SP,c,1,3514403,
2020-04-16,SP,c,1,3514502,
2020-04-16,SP,c,1,3514809,
2020-04-16,SP,c,50,3515004,
2020-04-16,SP,c,4,3515103,
2020-04-16,SP,c,1,3557303,
2020-04-16,SP,c,1,3515400,
2020-04-16,SP,c,4,3515509,
2020-04-16,SP,c,47,3515707,
2020-04-16,SP,c,6,3516200,
2020-04-16,SP,c,19,3516309,
2020-04-16,SP,c,47,3516408,
2020-04-16,SP,c,1,3516705,
2020-04-16,SP,c,3,3518206,
2020-04-16,SP,c,2,3518305,
2020-04-16,SP,c,1,3518404,
2020-04-16,SP,c,26,3518701,
2020-04-16,SP,c,269,3518800,
2020-04-16,SP,c,5,3519071,
2020-04-16,SP,c,1,3519402,
2020-04-16,SP,c,1,3519709,
2020-04-16,SP,c,1,3520103,
2020-04-16,SP,c,1,3520202,
2020-04-16,SP,c,3,3520400,
2020-04-16,SP,c,9,3520426,
2020-04-16,SP,c,63,,
2020-04-16,SP,c,6,3520509,
2020-04-16,SP,c,1,3521408,
2020-04-16,SP,c,3,3522109,
2020-04-16,SP,c,38,3522208,
2020-04-16,SP,c,5,3522307,
2020-04-16,SP,c,1,3522406,
2020-04-16,SP,c,28,3522505,
2020-04-16,SP,c,9,3522604,
2020-04-16,SP,c,42,3523107,
2020-04-16,SP,c,1,3523206,
2020-04-16,SP,c,1,3523404,
2020-04-16,SP,c,1,3523503,
2020-04-16,SP,c,5,3523909,
2020-04-16,SP,c,2,3524006,
2020-04-16,SP,c,7,3524303,
2020-04-16,SP,c,7,3524402,
2020-04-16,SP,c,2,3524501,
2020-04-16,SP,c,1,3524709,
2020-04-16,SP,c,2,3524808,
2020-04-16,SP,c,11,3525003,
2020-04-16,SP,c,4,3525102,
2020-04-16,SP,c,3,3525300,
2020-04-16,SP,c,1,3525508,
2020-04-16,SP,c,2,3525706,
2020-04-16,SP,c,27,3525904,
2020-04-16,SP,c,4,3526407,
2020-04-16,SP,c,3,3526704,
2020-04-16,SP,c,3,3526803,
2020-04-16,SP,c,7,3526902,
2020-04-16,SP,c,1,3527108,
2020-04-16,SP,c,1,3527207,
2020-04-16,SP,c,1,3527306,
2020-04-16,SP,c,1,3528007,
2020-04-16,SP,c,0,3528205,
2020-04-16,SP,c,1,3528403,
2020-04-16,SP,c,9,3528502,
2020-04-16,SP,c,8,3529005,
2020-04-16,SP,c,3,3529302,
2020-04-16,SP,c,71,3529401,
2020-04-16,SP,c,5,3530300,
2020-04-16,SP,c,2,3530508,
2020-04-16,SP,c,86,3530607,
2020-04-16,SP,c,7,3530706,
2020-04-16,SP,c,1,3530805,
2020-04-16,SP,c,2,3531100,
2020-04-16,SP,c,6,3531308,
2020-04-16,SP,c,1,3531803,
2020-04-16,SP,c,2,3531902,
2020-04-16,SP,c,4,3532009,
2020-04-16,SP,c,1,3532603,
2020-04-16,SP,c,1,3533403,
2020-04-16,SP,c,4,3533908,
2020-04-16,SP,c,4,3534302,
2020-04-16,SP,c,203,3534401,
2020-04-16,SP,c,7,3534708,
2020-04-16,SP,c,3,3536208,
2020-04-16,SP,c,6,3536505,
2020-04-16,SP,c,1,3536703,
2020-04-16,SP,c,1,3536802,
2020-04-16,SP,c,1,3537305,
2020-04-16,SP,c,4,3537602,
2020-04-16,SP,c,3,3537909,
2020-04-16,SP,c,2,3538006,
2020-04-16,SP,c,2,3538105,
2020-04-16,SP,c,1,3538600,
2020-04-16,SP,c,18,3538709,
2020-04-16,SP,c,1,3538907,
2020-04-16,SP,c,2,3539400,
2020-04-16,SP,c,15,3539806,
2020-04-16,SP,c,4,3540200,
2020-04-16,SP,c,1,3540606,
2020-04-16,SP,c,2,3540705,
2020-04-16,SP,c,33,3541000,
2020-04-16,SP,c,2,3541059,
2020-04-16,SP,c,4,3541406,
2020-04-16,SP,c,8,3541505,
2020-04-16,SP,c,2,3541604,
2020-04-16,SP,c,26,3543303,
2020-04-16,SP,c,68,3543402,
2020-04-16,SP,c,1,3543709,
2020-04-16,SP,c,1,3543808,
2020-04-16,SP,c,12,3543907,
2020-04-16,SP,c,7,3544103,
2020-04-16,SP,c,3,3545209,
2020-04-16,SP,c,4,3545308,
2020-04-16,SP,c,1,3545803,
2020-04-16,SP,c,2,3546009,
2020-04-16,SP,c,4,3546405,
2020-04-16,SP,c,1,3546702,
2020-04-16,SP,c,3,3546801,
2020-04-16,SP,c,3,3546900,
2020-04-16,SP,c,50,3547304,
2020-04-16,SP,c,205,3547809,
2020-04-16,SP,c,247,3548500,
2020-04-16,SP,c,255,3548708,
2020-04-16,SP,c,90,3548807,
2020-04-16,SP,c,6,3548906,
2020-04-16,SP,c,4,3549102,
2020-04-16,SP,c,1,3549409,
2020-04-16,SP,c,1,3549706,
2020-04-16,SP,c,65,3549805,
2020-04-16,SP,c,116,3549904,
2020-04-16,SP,c,3,3550100,
2020-04-16,SP,c,2,3550209,
2020-04-16,SP,c,7908,3550308,
2020-04-16,SP,c,1,3550407,
2020-04-16,SP,c,5,3550605,
2020-04-16,SP,c,5,3550704,
2020-04-16,SP,c,36,3551009,
2020-04-16,SP,c,7,3551702,
2020-04-16,SP,c,36,3552205,
2020-04-16,SP,c,4,3552403,
2020-04-16,SP,c,57,3552502,
2020-04-16,SP,c,100,3552809,
2020-04-16,SP,c,2,3553104,
2020-04-16,SP,c,1,3553401,
2020-04-16,SP,c,6,3554003,
2020-04-16,SP,c,6,3554102,
2020-04-16,SP,c,1,3554409,
2020-04-16,SP,c,1,3555000,
2020-04-16,SP,c,2,3555406,
2020-04-16,SP,c,5,3556206,
2020-04-16,SP,c,6,3556453,
2020-04-16,SP,c,2,3556503,
2020-04-16,SP,c,10,3556701,
2020-04-16,SP,c,4,3557006,
2020-04-16,SP,c,6,3557105,
2020-04-16,SP,s,11568,35,25.19216
2020-04-16,TO,c,5,1702109,
2020-04-16,TO,c,1,1703867,
2020-04-16,TO,c,1,1707009,
2020-04-16,TO,c,1,1709500,
2020-04-16,TO,c,21,1721000,
2020-04-16,TO,c,1,1716109,
2020-04-16,TO,c,1,1721208,
2020-04-16,TO,s,31,17,1.97092
2020-04-15,AC,c,11,1200013,
2020-04-15,AC,c,1,1200138,
2020-04-15,AC,c,2,1200203,
2020-04-15,AC,c,10,1200385,
2020-04-15,AC,c,1,1200807,
2020-04-15,AC,c,76,1200401,
2020-04-15,AC,s,101,12,11.45209
2020-04-15,AL,c,1,2701001,
2020-04-15,AL,c,7,,
2020-04-15,AL,c,67,2704302,
2020-04-15,AL,c,3,2704708,
2020-04-15,AL,c,1,2706307,
2020-04-15,AL,c,1,2707503,
2020-04-15,AL,c,2,2707701,
2020-04-15,AL,c,1,2708907,
2020-04-15,AL,s,83,27,2.487
2020-04-15,AM,c,1,1300086,
2020-04-15,AM,c,3,1300102,
2020-04-15,AM,c,1,1300706,
2020-04-15,AM,c,2,1301100,
2020-04-15,AM,c,2,1301159,
2020-04-15,AM,c,14,1301852,
2020-04-15,AM,c,15,1301902,
2020-04-15,AM,c,0,1302306,
2020-04-15,AM,c,2,1302405,
2020-04-15,AM,c,111,1302504,
2020-04-15,AM,c,1350,1302603,
2020-04-15,AM,c,1,1302702,
2020-04-15,AM,c,0,1302900,
2020-04-15,AM,c,2,1303205,
2020-04-15,AM,c,11,1303403,
2020-04-15,AM,c,6,1303536,
2020-04-15,AM,c,10,1303700,
2020-04-15,AM,c,0,1303809,
2020-04-15,AM,c,9,1303908,
2020-04-15,AM,c,3,1304062,
2020-04-15,AM,c,2,1304203,
2020-04-15,AM,c,9,1304237,
2020-04-15,AM,s,1554,13,37.4946
2020-04-15,AP,c,1,1600279,
2020-04-15,AP,c,290,1600303,
2020-04-15,AP,c,1,1600402,
2020-04-15,AP,c,2,1600501,
2020-04-15,AP,c,1,1600535,
2020-04-15,AP,c,43,1600600,
2020-04-15,AP,c,2,1600808,
2020-04-15,AP,s,342,16,40.43839
2020-04-15,BA,c,1,2900108,
2020-04-15,BA,c,1,2900355,
2020-04-15,BA,c,5,2900702,
2020-04-15,BA,c,1,2902104,
2020-04-15,BA,c,1,2902401,
2020-04-15,BA,c,2,2902708,
2020-04-15,BA,c,1,2902906,
2020-04-15,BA,c,3,2903102,
2020-04-15,BA,c,1,2903201,
2020-04-15,BA,c,2,2903409,
2020-04-15,BA,c,0,2903904,
2020-04-15,BA,c,8,2904605,
2020-04-15,BA,c,1,2904902,
2020-04-15,BA,c,1,2905602,
2020-04-15,BA,c,13,2905701,
2020-04-15,BA,c,1,2906006,
2020-04-15,BA,c,1,2906204,
2020-04-15,BA,c,1,2906303,
2020-04-15,BA,c,1,2906501,
2020-04-15,BA,c,1,2906808,
2020-04-15,BA,c,1,2906873,
2020-04-15,BA,c,3,2907509,
2020-04-15,BA,c,2,2908002,
2020-04-15,BA,c,2,2908408,
2020-04-15,BA,c,1,2908507,
2020-04-15,BA,c,1,2908606,
2020-04-15,BA,c,1,2910057,
2020-04-15,BA,c,1,2910701,
2020-04-15,BA,c,2,2910727,
2020-04-15,BA,c,55,2910800,
2020-04-15,BA,c,1,2911006,
2020-04-15,BA,c,1,2911204,
2020-04-15,BA,c,1,2911501,
2020-04-15,BA,c,3,2912905,
2020-04-15,BA,c,1,2913200,
2020-04-15,BA,c,49,2913606,
2020-04-15,BA,c,0,,
2020-04-15,BA,c,12,2913903,
2020-04-15,BA,c,1,2914604,
2020-04-15,BA,c,28,2914802,
2020-04-15,BA,c,1,2915106,
2020-04-15,BA,c,3,2915205,
2020-04-15,BA,c,4,2915502,
2020-04-15,BA,c,1,2915601,
2020-04-15,BA,c,1,2916203,
2020-04-15,BA,c,4,2916302,
2020-04-15,BA,c,5,2916401,
2020-04-15,BA,c,1,2916807,
2020-04-15,BA,c,1,2916856,
2020-04-15,BA,c,4,2917102,
2020-04-15,BA,c,1,2917300,
2020-04-15,BA,c,2,2917607,
2020-04-15,BA,c,3,2918001,
2020-04-15,BA,c,5,2918407,
2020-04-15,BA,c,27,2919207,
2020-04-15,BA,c,2,2919553,
2020-04-15,BA,c,1,2921104,
2020-04-15,BA,c,1,2922904,
2020-04-15,BA,c,0,2923308,
2020-04-15,BA,c,1,2923506,
2020-04-15,BA,c,1,2923605,
2020-04-15,BA,c,1,2924702,
2020-04-15,BA,c,1,2925204,
2020-04-15,BA,c,11,2925303,
2020-04-15,BA,c,4,2925501,
2020-04-15,BA,c,1,2926905,
2020-04-15,BA,c,522,2927408,
2020-04-15,BA,c,6,2927705,
2020-04-15,BA,c,1,2928059,
2020-04-15,BA,c,1,2928109,
2020-04-15,BA,c,1,2928505,
2020-04-15,BA,c,1,2928950,
2020-04-15,BA,c,1,2929206,
2020-04-15,BA,c,1,2930154,
2020-04-15,BA,c,4,2930501,
2020-04-15,BA,c,3,2930709,
2020-04-15,BA,c,1,2931202,
2020-04-15,BA,c,5,2931350,
2020-04-15,BA,c,4,2932309,
2020-04-15,BA,c,1,2932507,
2020-04-15,BA,c,12,2932705,
2020-04-15,BA,c,1,2932804,
2020-04-15,BA,c,1,2933000,
2020-04-15,BA,c,1,2933208,
2020-04-15,BA,c,18,2933307,
2020-04-15,BA,s,884,29,5.94363
2020-04-15,CE,c,1,2300309,
2020-04-15,CE,c,1,2300754,
2020-04-15,CE,c,30,2301000,
2020-04-15,CE,c,3,2301109,
2020-04-15,CE,c,1,2301208,
2020-04-15,CE,c,1,2301950,
2020-04-15,CE,c,1,2302057,
2020-04-15,CE,c,1,2302107,
2020-04-15,CE,c,4,2302206,
2020-04-15,CE,c,1,2302602,
2020-04-15,CE,c,5,2302800,
2020-04-15,CE,c,1,2302909,
2020-04-15,CE,c,2,2303006,
2020-04-15,CE,c,2,2303303,
2020-04-15,CE,c,1,2303501,
2020-04-15,CE,c,1,2303600,
2020-04-15,CE,c,42,2303709,
2020-04-15,CE,c,2,2304103,
2020-04-15,CE,c,4,2304202,
2020-04-15,CE,c,1,2304236,
2020-04-15,CE,c,10,2304285,
2020-04-15,CE,c,1,2304301,
2020-04-15,CE,c,1946,2304400,
2020-04-15,CE,c,1,2304459,
2020-04-15,CE,c,1,2304657,
2020-04-15,CE,c,1,2304707,
2020-04-15,CE,c,1,2305001,
2020-04-15,CE,c,10,2305233,
2020-04-15,CE,c,3,2305357,
2020-04-15,CE,c,3,2305407,
2020-04-15,CE,c,8,2305506,
2020-04-15,CE,c,38,,
2020-04-15,CE,c,2,2305605,
2020-04-15,CE,c,1,2305654,
2020-04-15,CE,c,2,2305902,
2020-04-15,CE,c,1,2306207,
2020-04-15,CE,c,8,2306256,
2020-04-15,CE,c,1,2306306,
2020-04-15,CE,c,2,2306405,
2020-04-15,CE,c,1,2306553,
2020-04-15,CE,c,5,2306900,
2020-04-15,CE,c,3,2307304,
2020-04-15,CE,c,4,2307403,
2020-04-15,CE,c,1,2307502,
2020-04-15,CE,c,6,2307601,
2020-04-15,CE,c,39,2307650,
2020-04-15,CE,c,7,2307700,
2020-04-15,CE,c,1,2308005,
2020-04-15,CE,c,1,2308104,
2020-04-15,CE,c,4,2308500,
2020-04-15,CE,c,1,2309102,
2020-04-15,CE,c,2,2309409,
2020-04-15,CE,c,1,2309607,
2020-04-15,CE,c,6,2309706,
2020-04-15,CE,c,1,2310209,
2020-04-15,CE,c,1,2310852,
2020-04-15,CE,c,1,2311264,
2020-04-15,CE,c,10,2311306,
2020-04-15,CE,c,3,2311405,
2020-04-15,CE,c,2,2311504,
2020-04-15,CE,c,2,2311603,
2020-04-15,CE,c,3,2311801,
2020-04-15,CE,c,1,2311959,
2020-04-15,CE,c,1,2312007,
2020-04-15,CE,c,3,2312205,
2020-04-15,CE,c,1,2312601,
2020-04-15,CE,c,3,2312700,
2020-04-15,CE,c,1,2312809,
2020-04-15,CE,c,20,2312908,
2020-04-15,CE,c,2,2313104,
2020-04-15,CE,c,4,2313302,
2020-04-15,CE,c,3,2313401,
2020-04-15,CE,c,1,2313500,
2020-04-15,CE,c,1,2314003,
2020-04-15,CE,s,2291,23,25.08739
2020-04-15,DF,c,642,5300108,
2020-04-15,DF,c,46,,
2020-04-15,DF,s,688,53,22.81721
2020-04-15,ES,c,2,3200102,
2020-04-15,ES,c,2,3200300,
2020-04-15,ES,c,0,3200359,
2020-04-15,ES,c,7,3200607,
2020-04-15,ES,c,1,3201001,
2020-04-15,ES,c,1,3201100,
2020-04-15,ES,c,8,3201209,
2020-04-15,ES,c,70,3201308,
2020-04-15,ES,c,2,3201407,
2020-04-15,ES,c,10,3201506,
2020-04-15,ES,c,5,3202207,
2020-04-15,ES,c,4,3202405,
2020-04-15,ES,c,1,3202504,
2020-04-15,ES,c,0,,
2020-04-15,ES,c,2,3202801,
2020-04-15,ES,c,1,3203106,
2020-04-15,ES,c,13,3203205,
2020-04-15,ES,c,3,3203908,
2020-04-15,ES,c,1,3204500,
2020-04-15,ES,c,2,3204559,
2020-04-15,ES,c,4,3204609,
2020-04-15,ES,c,2,3204708,
2020-04-15,ES,c,2,3204807,
2020-04-15,ES,c,5,3204906,
2020-04-15,ES,c,1,3204955,
2020-04-15,ES,c,183,3205002,
2020-04-15,ES,c,2,3205010,
2020-04-15,ES,c,1,3205069,
2020-04-15,ES,c,7,3205101,
2020-04-15,ES,c,1,3205176,
2020-04-15,ES,c,216,3205200,
2020-04-15,ES,c,175,3205309,
2020-04-15,ES,s,734,32,18.26484
2020-04-15,GO,c,2,5200258,
2020-04-15,GO,c,1,5200506,
2020-04-15,GO,c,20,5201108,
2020-04-15,GO,c,1,5201207,
2020-04-15,GO,c,6,5201405,
2020-04-15,GO,c,1,5201801,
2020-04-15,GO,c,1,5203302,
2020-04-15,GO,c,1,5203500,
2020-04-15,GO,c,1,5204508,
2020-04-15,GO,c,1,5204607,
2020-04-15,GO,c,1,5205109,
2020-04-15,GO,c,2,5205497,
